epoch,train_loss,val_loss,train_descriptor_loss,val_descriptor_loss,val_rmse,learning_rate,elapsed_seconds,train_alignment_loss,val_alignment_loss,val_alignment_spearman,val_alignment_kendall
228,0.297969,0.232533,0.287828,0.223421,0.472674,2.86e-04,11634.4,0.202817,0.182234,0.814971,0.628853
229,0.299222,0.232461,0.288973,0.223356,0.472606,2.86e-04,11683.0,0.204983,0.182099,0.813886,0.628458
230,0.300263,0.232777,0.290221,0.223588,0.472851,2.86e-04,11733.7,0.200856,0.183794,0.811444,0.625722
231,0.299724,0.232409,0.289673,0.223258,0.472502,2.86e-04,11788.2,0.201008,0.183009,0.811648,0.625981
232,0.298552,0.231632,0.288666,0.222454,0.471650,2.86e-04,11844.5,0.197715,0.183553,0.811837,0.626572
233,0.298378,0.232009,0.288101,0.222860,0.472080,2.86e-04,11897.9,0.205532,0.182985,0.813683,0.628668
234,0.297701,0.231420,0.287898,0.222367,0.471558,2.85e-04,11953.5,0.196059,0.181067,0.814664,0.628556
235,0.298004,0.231183,0.287796,0.222216,0.471398,2.85e-04,12007.4,0.204155,0.179335,0.818125,0.633019
236,0.297635,0.229639,0.287788,0.220557,0.469635,2.85e-04,12066.4,0.196943,0.181635,0.815651,0.630060
237,0.298038,0.231813,0.287975,0.222721,0.471933,2.85e-04,12119.1,0.201263,0.181840,0.815021,0.628976
238,0.298745,0.231428,0.288813,0.222389,0.471582,2.85e-04,12175.9,0.198636,0.180766,0.815780,0.630750
239,0.296840,0.231817,0.286988,0.222797,0.472014,2.85e-04,12233.6,0.197041,0.180401,0.816536,0.630479
240,0.299176,0.231026,0.289406,0.222026,0.471196,2.85e-04,12294.2,0.195396,0.180011,0.817459,0.631503
241,0.296681,0.230349,0.286393,0.221369,0.470499,2.84e-04,12355.1,0.205764,0.179592,0.818226,0.632895
242,0.297353,0.230635,0.287546,0.221759,0.470913,2.84e-04,12409.2,0.196135,0.177521,0.818051,0.632538
243,0.297931,0.228817,0.288034,0.219917,0.468953,2.84e-04,12460.5,0.197938,0.178016,0.818580,0.633684
244,0.297960,0.230479,0.287771,0.221687,0.470836,2.84e-04,12518.0,0.203792,0.175830,0.820812,0.636309
245,0.296518,0.229076,0.286617,0.220192,0.469246,2.84e-04,12572.0,0.198029,0.177667,0.818255,0.632797
246,0.296934,0.229095,0.287424,0.220274,0.469333,2.84e-04,12629.3,0.190184,0.176435,0.820193,0.635163
247,0.294762,0.227060,0.284903,0.218169,0.467086,2.84e-04,12684.0,0.197172,0.177821,0.818292,0.633783
248,0.297163,0.227874,0.287057,0.218955,0.467927,2.83e-04,12740.5,0.202134,0.178369,0.819248,0.633622
249,0.295221,0.228013,0.285528,0.219198,0.468186,2.83e-04,12793.7,0.193864,0.176306,0.818698,0.633585
250,0.295758,0.228254,0.285787,0.219365,0.468364,2.83e-04,12847.7,0.199422,0.177784,0.818711,0.633980
251,0.296941,0.228497,0.286965,0.219606,0.468622,2.83e-04,12904.7,0.199512,0.177814,0.820640,0.635373
252,0.293367,0.229435,0.283510,0.220660,0.469744,2.83e-04,12959.1,0.197130,0.175499,0.821827,0.637468
253,0.294868,0.229051,0.284934,0.220270,0.469329,2.83e-04,13011.8,0.198684,0.175629,0.822121,0.637382
254,0.294629,0.228667,0.284431,0.219816,0.468846,2.83e-04,13064.8,0.203949,0.177015,0.820560,0.635344
255,0.293522,0.226745,0.283728,0.217934,0.466834,2.82e-04,13123.4,0.195894,0.176229,0.820791,0.636259
256,0.292709,0.229027,0.283241,0.220180,0.469234,2.82e-04,13183.4,0.189359,0.176938,0.820594,0.635545
257,0.296279,0.227096,0.286392,0.218265,0.467189,2.82e-04,13236.4,0.197732,0.176620,0.820262,0.635385
258,0.296388,0.228405,0.286444,0.219673,0.468693,2.82e-04,13292.0,0.198885,0.174635,0.821417,0.636777
259,0.294013,0.225926,0.284341,0.217163,0.466008,2.82e-04,13342.8,0.193436,0.175269,0.822158,0.637333
260,0.293326,0.227911,0.283577,0.219247,0.468239,2.82e-04,13398.2,0.194974,0.173274,0.824262,0.640179
261,0.293539,0.226498,0.283923,0.217799,0.466689,2.81e-04,13450.9,0.192309,0.173987,0.822845,0.638441
262,0.293297,0.227871,0.283609,0.219067,0.468046,2.81e-04,13500.4,0.193754,0.176077,0.821973,0.637603
263,0.294547,0.224655,0.284734,0.215959,0.464714,2.81e-04,13550.9,0.196274,0.173911,0.823061,0.638516
264,0.294360,0.232038,0.284788,0.223352,0.472601,2.81e-04,13601.9,0.191435,0.173731,0.823365,0.639637
265,0.295428,0.228652,0.285753,0.220011,0.469054,2.81e-04,13653.3,0.193502,0.172808,0.824623,0.640475
266,0.295422,0.225776,0.285786,0.217112,0.465953,2.81e-04,13702.0,0.192715,0.173272,0.823548,0.638897
267,0.293080,0.226581,0.283399,0.217897,0.466795,2.81e-04,13753.9,0.193624,0.173669,0.822476,0.637763
268,0.291737,0.225042,0.282271,0.216352,0.465136,2.80e-04,13804.3,0.189321,0.173797,0.822602,0.637936
269,0.292776,0.226099,0.282972,0.217494,0.466363,2.80e-04,13855.0,0.196066,0.172101,0.824216,0.640069
270,0.292100,0.224190,0.282514,0.215624,0.464353,2.80e-04,13905.2,0.191711,0.171322,0.826282,0.641918
271,0.292832,0.225325,0.283203,0.216672,0.465480,2.80e-04,13955.2,0.192571,0.173071,0.825038,0.641314
272,0.293133,0.225285,0.283326,0.216720,0.465532,2.80e-04,14005.4,0.196123,0.171307,0.827169,0.642731
273,0.292546,0.225747,0.282989,0.217132,0.465974,2.80e-04,14057.6,0.191151,0.172303,0.825378,0.641030
274,0.291004,0.226037,0.281627,0.217505,0.466375,2.79e-04,14107.8,0.187544,0.170628,0.828083,0.644149
275,0.291156,0.224401,0.281703,0.215832,0.464577,2.79e-04,14159.4,0.189056,0.171376,0.826300,0.641844
276,0.292622,0.225092,0.282759,0.216488,0.465283,2.79e-04,14209.2,0.197251,0.172081,0.826387,0.641856
277,0.290909,0.224307,0.281322,0.215708,0.464444,2.79e-04,14260.1,0.191735,0.171966,0.826423,0.642435
278,0.290668,0.224640,0.280571,0.215986,0.464743,2.79e-04,14312.5,0.201932,0.173081,0.824435,0.640464
279,0.291699,0.224407,0.282095,0.215873,0.464622,2.79e-04,14363.7,0.192079,0.170673,0.826855,0.642522
280,0.292550,0.224463,0.282688,0.215977,0.464733,2.78e-04,14418.6,0.197228,0.169714,0.827293,0.643508
281,0.291605,0.225283,0.282156,0.216721,0.465533,2.78e-04,14468.5,0.188985,0.171243,0.825850,0.642398
282,0.291217,0.224344,0.281621,0.215839,0.464584,2.78e-04,14519.8,0.191914,0.170105,0.827475,0.643532
283,0.293401,0.224589,0.283633,0.216055,0.464817,2.78e-04,14570.5,0.195355,0.170698,0.826386,0.643237
284,0.292224,0.223565,0.282567,0.214986,0.463666,2.78e-04,14621.1,0.193137,0.171586,0.824864,0.641055
285,0.290706,0.223115,0.281087,0.214536,0.463181,2.78e-04,14674.6,0.192380,0.171565,0.825513,0.640807
286,0.290973,0.223189,0.281656,0.214663,0.463317,2.77e-04,14725.7,0.186335,0.170516,0.826453,0.642188
287,0.289513,0.225778,0.280055,0.217375,0.466235,2.77e-04,14776.2,0.189155,0.168050,0.830047,0.646921
288,0.290069,0.224727,0.280703,0.216232,0.465008,2.77e-04,14827.7,0.187327,0.169884,0.827822,0.643963
289,0.289648,0.222558,0.280142,0.214072,0.462680,2.77e-04,14878.8,0.190121,0.169703,0.828289,0.645135
290,0.288696,0.222361,0.279249,0.213983,0.462583,2.77e-04,14930.2,0.188925,0.167549,0.829939,0.646071
291,0.289633,0.223504,0.280356,0.214974,0.463653,2.77e-04,14992.8,0.185542,0.170597,0.826436,0.641942
292,0.290257,0.223445,0.280896,0.214998,0.463679,2.76e-04,15048.2,0.187207,0.168931,0.827956,0.644308
293,0.290976,0.221640,0.281361,0.213133,0.461664,2.76e-04,15102.2,0.192302,0.170132,0.826841,0.643420
294,0.290661,0.222727,0.281069,0.214250,0.462872,2.76e-04,15156.1,0.191826,0.169542,0.827082,0.643039
295,0.289579,0.222574,0.280114,0.214166,0.462781,2.76e-04,15216.4,0.189288,0.168165,0.829183,0.645478
296,0.288920,0.222404,0.279300,0.214046,0.462652,2.76e-04,15270.2,0.192396,0.167146,0.829706,0.646046
297,0.290023,0.223460,0.280489,0.214995,0.463676,2.76e-04,15327.2,0.190667,0.169300,0.828068,0.644443
298,0.288743,0.223429,0.279480,0.215016,0.463698,2.75e-04,15382.6,0.185264,0.168249,0.827784,0.643876
299,0.288428,0.219286,0.278939,0.210855,0.459190,2.75e-04,15437.4,0.189779,0.168621,0.829359,0.645627
300,0.287656,0.221056,0.278346,0.212650,0.461140,2.75e-04,15492.4,0.186189,0.168117,0.828660,0.644740
301,0.290670,0.221513,0.280999,0.213127,0.461657,2.75e-04,15546.5,0.193424,0.167722,0.830243,0.646909
302,0.287060,0.222736,0.277641,0.214333,0.462961,2.75e-04,15602.4,0.188380,0.168073,0.829442,0.645282
303,0.288033,0.221683,0.278391,0.213319,0.461865,2.74e-04,15658.8,0.192838,0.167291,0.830340,0.646219
304,0.287908,0.221028,0.278416,0.212709,0.461204,2.74e-04,15713.0,0.189846,0.166371,0.831310,0.647808
305,0.288829,0.220906,0.279582,0.212509,0.460987,2.74e-04,15764.7,0.184945,0.167936,0.829679,0.646292
306,0.289816,0.220775,0.280503,0.212441,0.460913,2.74e-04,15816.4,0.186265,0.166698,0.831075,0.648153
307,0.290388,0.219666,0.281077,0.211340,0.459717,2.74e-04,15871.3,0.186216,0.166521,0.830978,0.647315
308,0.287239,0.220403,0.278123,0.212059,0.460499,2.74e-04,15929.5,0.182308,0.166885,0.830288,0.646552
309,0.287406,0.220880,0.277886,0.212571,0.461055,2.73e-04,15981.5,0.190391,0.166164,0.831981,0.648659
310,0.286855,0.220134,0.277658,0.211801,0.460218,2.73e-04,16038.5,0.183943,0.166662,0.831409,0.647981
311,0.286724,0.220409,0.277284,0.212078,0.460519,2.73e-04,16093.7,0.188795,0.166614,0.831452,0.648388
312,0.286562,0.221781,0.277141,0.213491,0.462051,2.73e-04,16149.3,0.188432,0.165811,0.831309,0.647414
313,0.287342,0.219954,0.278192,0.211653,0.460058,2.73e-04,16203.9,0.183001,0.166021,0.829974,0.646403
314,0.286946,0.219785,0.277516,0.211493,0.459883,2.72e-04,16260.8,0.188601,0.165854,0.831376,0.648314
315,0.287166,0.219323,0.277984,0.210960,0.459304,2.72e-04,16324.0,0.183653,0.167264,0.829104,0.645602
316,0.285982,0.221274,0.276636,0.212967,0.461484,2.72e-04,16380.4,0.186917,0.166127,0.831390,0.647931
317,0.286748,0.219678,0.277067,0.211405,0.459788,2.72e-04,16434.6,0.193630,0.165460,0.831774,0.647821
318,0.286801,0.219548,0.277957,0.211350,0.459728,2.72e-04,16484.4,0.176862,0.163957,0.833884,0.650792
319,0.286977,0.220385,0.277933,0.212123,0.460568,2.72e-04,16538.3,0.180887,0.165245,0.832214,0.648696
320,0.287562,0.219556,0.278532,0.211209,0.459575,2.71e-04,16595.9,0.180601,0.166951,0.829902,0.645948
321,0.285494,0.220482,0.276350,0.212255,0.460711,2.71e-04,16651.3,0.182897,0.164548,0.833485,0.650151
322,0.287458,0.220700,0.278258,0.212403,0.460872,2.71e-04,16705.8,0.183988,0.165938,0.831023,0.647414
323,0.286770,0.219246,0.277661,0.211028,0.459377,2.71e-04,16765.6,0.182175,0.164372,0.833051,0.650656
324,0.287370,0.218978,0.278249,0.210710,0.459031,2.71e-04,16821.9,0.182416,0.165364,0.832466,0.649103
325,0.285450,0.221128,0.276408,0.212802,0.461305,2.70e-04,16874.8,0.180832,0.166512,0.830658,0.647550
326,0.285928,0.218157,0.276533,0.209913,0.458162,2.70e-04,16930.4,0.187892,0.164877,0.832879,0.649818
327,0.286211,0.218664,0.276788,0.210435,0.458732,2.70e-04,16990.2,0.188469,0.164583,0.833168,0.650385
328,0.287113,0.217508,0.277634,0.209254,0.457443,2.70e-04,17045.3,0.189579,0.165077,0.832179,0.648955
329,0.285890,0.218652,0.276972,0.210478,0.458779,2.70e-04,17098.3,0.178358,0.163482,0.833767,0.650250
330,0.284052,0.219317,0.274847,0.211169,0.459531,2.69e-04,17158.3,0.184110,0.162962,0.833511,0.650410
331,0.285812,0.218303,0.276645,0.210130,0.458399,2.69e-04,17216.6,0.183330,0.163464,0.833470,0.650286
332,0.285244,0.217207,0.276171,0.209030,0.457198,2.69e-04,17272.9,0.181470,0.163535,0.833502,0.650804
333,0.285129,0.218857,0.275911,0.210650,0.458966,2.69e-04,17331.2,0.184365,0.164156,0.832204,0.648413
334,0.284152,0.218597,0.275036,0.210371,0.458663,2.69e-04,17390.0,0.182315,0.164504,0.832379,0.649325
335,0.284934,0.219312,0.275577,0.211092,0.459448,2.68e-04,17449.5,0.187132,0.164391,0.833381,0.650533
336,0.284534,0.219399,0.275485,0.211280,0.459652,2.68e-04,17509.0,0.180972,0.162371,0.835086,0.652468
337,0.283652,0.219739,0.274515,0.211534,0.459929,2.68e-04,17562.8,0.182730,0.164090,0.833494,0.650693
338,0.285947,0.218580,0.276629,0.210427,0.458723,2.68e-04,17615.4,0.186370,0.163058,0.835067,0.652888
339,0.285252,0.217624,0.275671,0.209503,0.457715,2.68e-04,17670.8,0.191623,0.162417,0.835013,0.652210
340,0.285122,0.217954,0.275684,0.209818,0.458059,2.67e-04,17727.9,0.188769,0.162711,0.834942,0.652197
341,0.284568,0.215349,0.275544,0.207126,0.455111,2.67e-04,17777.4,0.180484,0.164456,0.832914,0.649363
342,0.284205,0.216160,0.274871,0.207998,0.456068,2.67e-04,17828.2,0.186671,0.163240,0.834186,0.651766
343,0.284665,0.217280,0.275379,0.209089,0.457262,2.67e-04,17883.7,0.185722,0.163821,0.833220,0.650583
344,0.284651,0.219099,0.275478,0.210988,0.459335,2.67e-04,17941.8,0.183459,0.162217,0.835200,0.652358
345,0.285396,0.217766,0.276407,0.209684,0.457912,2.66e-04,18002.9,0.179774,0.161647,0.836600,0.654046
346,0.286363,0.215701,0.277248,0.207575,0.455604,2.66e-04,18058.5,0.182291,0.162510,0.835606,0.652900
347,0.283298,0.216971,0.274195,0.208836,0.456986,2.66e-04,18112.6,0.182065,0.162697,0.835704,0.652665
348,0.283284,0.216455,0.274290,0.208329,0.456431,2.66e-04,18173.0,0.179866,0.162508,0.835068,0.651938
349,0.283992,0.218588,0.274793,0.210501,0.458804,2.66e-04,18226.7,0.183994,0.161746,0.836178,0.652813
350,0.282966,0.214988,0.273945,0.206786,0.454737,2.65e-04,18278.7,0.180434,0.164053,0.834250,0.650977
351,0.284585,0.215126,0.275417,0.206997,0.454969,2.65e-04,18329.0,0.183375,0.162595,0.835184,0.652308
352,0.283591,0.217468,0.274704,0.209414,0.457618,2.65e-04,18379.7,0.177754,0.161080,0.837042,0.654600
353,0.282457,0.216268,0.273431,0.208149,0.456234,2.65e-04,18428.5,0.180524,0.162364,0.835679,0.653429
354,0.282316,0.216138,0.273173,0.208010,0.456081,2.65e-04,18482.7,0.182858,0.162567,0.835952,0.653860
355,0.283227,0.217022,0.274096,0.208894,0.457049,2.64e-04,18542.7,0.182619,0.162558,0.835371,0.653035
356,0.282311,0.216231,0.273515,0.208109,0.456189,2.64e-04,18598.7,0.175920,0.162442,0.835498,0.652813
357,0.284737,0.216164,0.275454,0.208040,0.456114,2.64e-04,18651.5,0.185655,0.162480,0.833732,0.651259
358,0.282604,0.215131,0.273702,0.207064,0.455043,2.64e-04,18704.9,0.178031,0.161345,0.836183,0.653807
359,0.282783,0.216407,0.273631,0.208294,0.456392,2.64e-04,18763.0,0.183048,0.162265,0.836202,0.653910
360,0.280888,0.216200,0.271818,0.208180,0.456267,2.63e-04,18815.0,0.181399,0.160398,0.837080,0.654834
361,0.282523,0.216163,0.273534,0.208101,0.456181,2.63e-04,18868.6,0.179780,0.161232,0.837532,0.655167
362,0.283658,0.215204,0.274767,0.207161,0.455150,2.63e-04,18927.5,0.177822,0.160857,0.837292,0.655241
363,0.282602,0.215662,0.273659,0.207560,0.455588,2.63e-04,18979.3,0.178854,0.162027,0.836343,0.653540
364,0.283958,0.216770,0.274686,0.208771,0.456915,2.63e-04,19035.0,0.185440,0.159977,0.838357,0.656178
365,0.280851,0.215367,0.271915,0.207333,0.455338,2.62e-04,19089.4,0.178705,0.160680,0.837433,0.654982
366,0.281159,0.214655,0.272450,0.206568,0.454498,2.62e-04,19125.5,0.174179,0.161739,0.836600,0.653886
367,0.281085,0.214370,0.272260,0.206299,0.454202,2.62e-04,19157.0,0.176506,0.161414,0.836174,0.653540
368,0.283680,0.214973,0.274720,0.206904,0.454867,2.62e-04,19187.9,0.179187,0.161384,0.835985,0.653356
369,0.280886,0.213114,0.271850,0.205040,0.452813,2.62e-04,19218.5,0.180726,0.161482,0.835522,0.653651
370,0.280921,0.214750,0.271885,0.206760,0.454709,2.61e-04,19248.4,0.180727,0.159799,0.837481,0.655130
371,0.282351,0.213249,0.273207,0.205256,0.453052,2.61e-04,19278.3,0.182890,0.159857,0.837740,0.655685
372,0.283107,0.213220,0.274270,0.205185,0.452973,2.61e-04,19308.3,0.176736,0.160712,0.836602,0.653823
373,0.280937,0.214574,0.271611,0.206504,0.454427,2.61e-04,19338.3,0.186517,0.161397,0.836092,0.653343
374,0.282934,0.214941,0.274097,0.206898,0.454860,2.60e-04,19368.1,0.176751,0.160869,0.836546,0.654527
375,0.282337,0.214389,0.273259,0.206432,0.454348,2.60e-04,19398.5,0.181567,0.159138,0.839087,0.656758
376,0.280718,0.215296,0.271653,0.207269,0.455269,2.60e-04,19428.4,0.181293,0.160530,0.837626,0.654958
377,0.281906,0.214112,0.273140,0.206074,0.453953,2.60e-04,19459.1,0.175325,0.160770,0.836312,0.653220
378,0.281191,0.213027,0.272302,0.205020,0.452792,2.60e-04,19489.9,0.177782,0.160138,0.837938,0.655007
379,0.280901,0.213335,0.271934,0.205366,0.453174,2.59e-04,19520.8,0.179325,0.159371,0.838667,0.656462
380,0.281941,0.214581,0.273168,0.206688,0.454630,2.59e-04,19551.0,0.175470,0.157851,0.841005,0.658988
381,0.281356,0.211982,0.272554,0.204001,0.451665,2.59e-04,19584.2,0.176033,0.159616,0.837446,0.655192
382,0.280580,0.213352,0.271894,0.205404,0.453215,2.59e-04,19616.2,0.173713,0.158956,0.839726,0.658212
383,0.279500,0.213500,0.270687,0.205575,0.453403,2.58e-04,19661.5,0.176258,0.158516,0.838615,0.655870
384,0.281224,0.212793,0.272219,0.204868,0.452624,2.58e-04,19720.6,0.180086,0.158491,0.838477,0.655488
385,0.280418,0.214154,0.271595,0.206216,0.454111,2.58e-04,19771.2,0.176458,0.158762,0.839336,0.657176
386,0.281190,0.211965,0.272368,0.204032,0.451698,2.58e-04,19818.9,0.176445,0.158672,0.839006,0.656967
387,0.281247,0.212563,0.272722,0.204690,0.452427,2.58e-04,19871.3,0.170508,0.157445,0.840002,0.657485
388,0.280116,0.214720,0.271369,0.206733,0.454679,2.57e-04,19925.1,0.174939,0.159745,0.837079,0.654219
389,0.278863,0.213735,0.270051,0.205830,0.453685,2.57e-04,19975.9,0.176240,0.158101,0.838807,0.656770
390,0.280534,0.212418,0.271837,0.204441,0.452152,2.57e-04,20023.0,0.173926,0.159543,0.838394,0.656820
391,0.280336,0.212000,0.271576,0.203974,0.451634,2.57e-04,20072.9,0.175199,0.160529,0.836924,0.654342
392,0.280543,0.211988,0.271539,0.204051,0.451720,2.56e-04,20122.6,0.180081,0.158737,0.839201,0.657941
393,0.280478,0.212639,0.271656,0.204751,0.452494,2.56e-04,20171.9,0.176432,0.157757,0.840546,0.658570
394,0.280454,0.212174,0.271397,0.204284,0.451978,2.56e-04,20219.2,0.181133,0.157802,0.840167,0.658791
395,0.280343,0.212432,0.271679,0.204554,0.452276,2.56e-04,20266.3,0.173277,0.157565,0.840929,0.659679
396,0.278862,0.212381,0.269988,0.204523,0.452242,2.56e-04,20312.8,0.177472,0.157160,0.841037,0.659494
397,0.279537,0.212758,0.270502,0.204855,0.452609,2.55e-04,20361.2,0.180699,0.158054,0.840256,0.659333
398,0.280171,0.212222,0.271434,0.204374,0.452077,2.55e-04,20417.5,0.174734,0.156966,0.841423,0.659432
399,0.279643,0.213402,0.271098,0.205523,0.453346,2.55e-04,20476.1,0.170913,0.157576,0.840241,0.658014
400,0.280300,0.212114,0.271475,0.204228,0.451916,2.55e-04,20545.8,0.176504,0.157717,0.840663,0.658310
401,0.278827,0.214349,0.270111,0.206535,0.454461,2.54e-04,20691.9,0.174319,0.156282,0.842062,0.661392
402,0.279176,0.211643,0.270549,0.203839,0.451485,2.54e-04,20825.4,0.172544,0.156073,0.842761,0.660973
403,0.280437,0.211436,0.271301,0.203518,0.451130,2.54e-04,20946.9,0.182724,0.158349,0.840612,0.658865
404,0.280637,0.211535,0.271755,0.203599,0.451219,2.54e-04,21014.3,0.177645,0.158727,0.838773,0.656695
405,0.278952,0.210649,0.270146,0.202788,0.450320,2.53e-04,21085.6,0.176108,0.157206,0.841261,0.660011
406,0.279416,0.211380,0.270836,0.203448,0.451052,2.53e-04,21153.8,0.171592,0.158652,0.840044,0.658223
407,0.280812,0.211242,0.272405,0.203358,0.450952,2.53e-04,21216.9,0.168125,0.157680,0.841352,0.659284
408,0.277089,0.209735,0.268287,0.201903,0.449337,2.53e-04,21278.5,0.176033,0.156626,0.841566,0.659641
409,0.278697,0.211072,0.269963,0.203224,0.450804,2.53e-04,21342.3,0.174676,0.156961,0.840645,0.659344
410,0.280655,0.212262,0.271980,0.204430,0.452140,2.52e-04,21410.3,0.173490,0.156634,0.840692,0.658433
411,0.279105,0.210427,0.270530,0.202552,0.450058,2.52e-04,21494.5,0.171514,0.157494,0.840377,0.658236
412,0.279976,0.212230,0.271295,0.204393,0.452098,2.52e-04,21577.1,0.173608,0.156747,0.841175,0.659259
413,0.280854,0.211938,0.272068,0.204082,0.451754,2.52e-04,21646.0,0.175724,0.157115,0.840767,0.658778
414,0.278819,0.211647,0.270162,0.203791,0.451432,2.51e-04,21713.3,0.173152,0.157132,0.841132,0.659555
415,0.278040,0.211383,0.269483,0.203518,0.451130,2.51e-04,21784.7,0.171147,0.157290,0.841249,0.660258
416,0.278375,0.210619,0.269781,0.202813,0.450347,2.51e-04,21861.0,0.171884,0.156120,0.842811,0.662094
417,0.279355,0.210125,0.270471,0.202384,0.449871,2.51e-04,21931.0,0.177684,0.154818,0.843840,0.662920
418,0.276495,0.211793,0.267885,0.204008,0.451673,2.50e-04,22005.1,0.172202,0.155682,0.842681,0.661971
419,0.278587,0.210760,0.269780,0.202980,0.450533,2.50e-04,22080.6,0.176139,0.155594,0.843360,0.662329
420,0.277051,0.210973,0.268606,0.203195,0.450772,2.50e-04,22164.8,0.168885,0.155567,0.843294,0.662267
421,0.277897,0.209915,0.269038,0.202126,0.449585,2.50e-04,22236.2,0.177178,0.155776,0.843268,0.662699
422,0.277767,0.210564,0.269272,0.202760,0.450289,2.49e-04,22311.0,0.169904,0.156074,0.842825,0.661934
423,0.276154,0.209527,0.267545,0.201707,0.449118,2.49e-04,22381.2,0.172187,0.156411,0.843478,0.661799
424,0.277309,0.209667,0.268652,0.201812,0.449235,2.49e-04,22448.6,0.173132,0.157104,0.841648,0.660812
425,0.278335,0.211700,0.269625,0.203946,0.451604,2.49e-04,22520.1,0.174194,0.155071,0.844071,0.663055
426,0.276368,0.210547,0.267695,0.202714,0.450238,2.49e-04,22583.0,0.173448,0.156644,0.842082,0.660134
427,0.277363,0.209212,0.268402,0.201431,0.448811,2.48e-04,22647.2,0.179212,0.155617,0.843083,0.662056
428,0.276430,0.208065,0.267641,0.200247,0.447489,2.48e-04,22731.2,0.175778,0.156363,0.843290,0.662735
429,0.278245,0.208440,0.269440,0.200666,0.447958,2.48e-04,22810.3,0.176102,0.155478,0.843811,0.662957
430,0.275473,0.211723,0.266443,0.203942,0.451600,2.48e-04,22904.2,0.180616,0.155613,0.844374,0.663622
431,0.278387,0.209646,0.269529,0.201929,0.449366,2.47e-04,22988.3,0.177152,0.154340,0.845547,0.664695
432,0.277294,0.210791,0.268621,0.203046,0.450606,2.47e-04,23075.0,0.173462,0.154907,0.845012,0.664087
433,0.277462,0.208746,0.268842,0.200980,0.448308,2.47e-04,23158.1,0.172405,0.155321,0.844396,0.663215
434,0.275653,0.210061,0.267290,0.202265,0.449739,2.47e-04,23236.3,0.167257,0.155908,0.843977,0.662796
435,0.276055,0.210028,0.267311,0.202230,0.449700,2.46e-04,23317.8,0.174882,0.155951,0.843118,0.662205
436,0.276358,0.209897,0.267598,0.202177,0.449641,2.46e-04,23401.7,0.175181,0.154402,0.844215,0.663425
437,0.276549,0.209405,0.268174,0.201664,0.449070,2.46e-04,23476.3,0.167506,0.154834,0.844513,0.664091
438,0.275817,0.208596,0.267401,0.200857,0.448171,2.46e-04,23543.0,0.168315,0.154789,0.843839,0.662846
439,0.279350,0.208364,0.270610,0.200640,0.447928,2.45e-04,23613.4,0.174801,0.154476,0.844199,0.663364
440,0.277190,0.209188,0.268550,0.201443,0.448825,2.45e-04,23683.5,0.172786,0.154896,0.844359,0.662563
441,0.278273,0.209186,0.269352,0.201463,0.448847,2.45e-04,23758.5,0.178425,0.154455,0.844662,0.662846
442,0.278807,0.210129,0.270082,0.202449,0.449943,2.45e-04,23841.3,0.174491,0.153610,0.844571,0.662970
443,0.277025,0.209762,0.268042,0.202025,0.449472,2.44e-04,23920.5,0.179666,0.154742,0.844174,0.662933
444,0.277088,0.209210,0.268486,0.201495,0.448882,2.44e-04,23993.4,0.172048,0.154295,0.843411,0.662378
445,0.277524,0.209479,0.268870,0.201723,0.449136,2.44e-04,24064.8,0.173084,0.155116,0.843561,0.662255
446,0.277135,0.208184,0.268468,0.200455,0.447722,2.44e-04,24140.4,0.173333,0.154580,0.843853,0.662858
447,0.278029,0.210175,0.269245,0.202491,0.449990,2.43e-04,24215.0,0.175693,0.153689,0.844965,0.663870
448,0.275617,0.208258,0.266816,0.200605,0.447889,2.43e-04,24291.0,0.176031,0.153069,0.845602,0.664190
449,0.277459,0.208142,0.268998,0.200432,0.447696,2.43e-04,24364.2,0.169213,0.154202,0.844539,0.664300
450,0.276620,0.207816,0.268002,0.200178,0.447413,2.43e-04,24440.9,0.172375,0.152751,0.845853,0.665361
451,0.275665,0.209177,0.267170,0.201528,0.448918,2.42e-04,24516.9,0.169895,0.152988,0.844913,0.664005
452,0.276839,0.209313,0.268129,0.201733,0.449147,2.42e-04,24588.5,0.174202,0.151595,0.846884,0.666877
453,0.275557,0.208499,0.266960,0.200888,0.448205,2.42e-04,24654.4,0.171954,0.152234,0.845816,0.665065
454,0.277456,0.207759,0.268436,0.200111,0.447337,2.42e-04,24737.4,0.180406,0.152965,0.846775,0.665755
455,0.277857,0.208749,0.269297,0.201083,0.448423,2.41e-04,24808.6,0.171183,0.153315,0.846060,0.665594
456,0.275649,0.208613,0.267097,0.200925,0.448247,2.41e-04,24879.2,0.171023,0.153754,0.845462,0.664819
457,0.276671,0.210072,0.267507,0.202430,0.449922,2.41e-04,24957.9,0.183270,0.152841,0.847133,0.666951
458,0.276165,0.210158,0.267567,0.202483,0.449982,2.41e-04,25023.2,0.171962,0.153485,0.846689,0.666285
459,0.274734,0.208164,0.266065,0.200520,0.447794,2.40e-04,25081.1,0.173372,0.152889,0.846265,0.665915
460,0.274119,0.208681,0.265635,0.201080,0.448420,2.40e-04,25141.2,0.169683,0.152003,0.848157,0.667924
461,0.275192,0.207962,0.266536,0.200305,0.447554,2.40e-04,25202.6,0.173117,0.153148,0.845449,0.664498
462,0.276837,0.206960,0.268747,0.199340,0.446475,2.40e-04,25265.1,0.161805,0.152406,0.847577,0.667160
