epoch,train_loss,val_loss,train_descriptor_loss,val_descriptor_loss,val_rmse,learning_rate,elapsed_seconds,train_alignment_loss,val_alignment_loss,val_alignment_spearman,val_alignment_kendall
463,0.276040,0.208725,0.267458,0.201075,0.448414,2.39e-04,25326.7,0.171646,0.152986,0.846587,0.666445
464,0.274100,0.206518,0.265671,0.198813,0.445884,2.39e-04,25389.6,0.168584,0.154095,0.845015,0.664387
465,0.276645,0.206898,0.267957,0.199222,0.446343,2.39e-04,25454.5,0.173763,0.153513,0.846100,0.665274
466,0.276109,0.207870,0.267241,0.200213,0.447451,2.39e-04,25518.9,0.177345,0.153140,0.846677,0.666716
467,0.274522,0.207512,0.265552,0.199857,0.447054,2.38e-04,25585.8,0.179403,0.153093,0.847260,0.666223
468,0.275927,0.206738,0.267306,0.199119,0.446227,2.38e-04,25652.8,0.172422,0.152382,0.847179,0.666827
469,0.274390,0.208010,0.265748,0.200374,0.447631,2.38e-04,25717.4,0.172826,0.152726,0.846989,0.665915
470,0.274606,0.207075,0.265838,0.199420,0.446564,2.38e-04,25782.3,0.175360,0.153105,0.847002,0.666396
471,0.274069,0.207154,0.265580,0.199514,0.446670,2.37e-04,25848.5,0.169768,0.152795,0.846250,0.665619
472,0.274075,0.206442,0.265743,0.198756,0.445821,2.37e-04,25916.3,0.166636,0.153728,0.846222,0.665545
473,0.275496,0.206500,0.267032,0.198860,0.445938,2.37e-04,25983.5,0.169277,0.152785,0.845552,0.664350
474,0.274710,0.206231,0.266228,0.198595,0.445640,2.36e-04,26051.7,0.169631,0.152726,0.846294,0.665238
475,0.274190,0.207043,0.265884,0.199395,0.446537,2.36e-04,26120.8,0.166114,0.152972,0.846951,0.665854
476,0.274206,0.207759,0.265716,0.200136,0.447366,2.36e-04,26188.4,0.169802,0.152448,0.847124,0.666310
477,0.274119,0.205511,0.265632,0.197880,0.444837,2.36e-04,26254.6,0.169741,0.152617,0.846433,0.665348
478,0.274146,0.206755,0.265753,0.199157,0.446270,2.35e-04,26323.1,0.167854,0.151974,0.848548,0.668244
479,0.273698,0.206393,0.265211,0.198732,0.445794,2.35e-04,26394.5,0.169747,0.153223,0.845556,0.664782
480,0.273814,0.206308,0.265400,0.198664,0.445718,2.35e-04,26461.6,0.168278,0.152883,0.845649,0.664448
481,0.272670,0.207391,0.264202,0.199805,0.446996,2.35e-04,26533.3,0.169347,0.151710,0.847268,0.666013
482,0.276157,0.207195,0.267436,0.199628,0.446797,2.34e-04,26603.3,0.174407,0.151338,0.847279,0.666051
483,0.274567,0.205587,0.265987,0.198043,0.445020,2.34e-04,26675.7,0.171591,0.150878,0.849968,0.669699
484,0.273809,0.206078,0.265337,0.198497,0.445530,2.34e-04,26743.5,0.169457,0.151624,0.849791,0.668997
485,0.273407,0.206764,0.265093,0.199183,0.446299,2.34e-04,26811.8,0.166275,0.151633,0.848867,0.668467
486,0.273835,0.207097,0.265215,0.199479,0.446631,2.33e-04,26883.8,0.172403,0.152353,0.847171,0.666359
487,0.272717,0.206071,0.264195,0.198443,0.445470,2.33e-04,26948.1,0.170432,0.152557,0.847763,0.667086
488,0.274317,0.205323,0.265765,0.197688,0.444621,2.33e-04,27015.8,0.171045,0.152709,0.848119,0.667554
489,0.273703,0.207428,0.265204,0.199881,0.447080,2.33e-04,27084.8,0.169981,0.150938,0.847971,0.667135
490,0.273344,0.207250,0.264956,0.199638,0.446809,2.32e-04,27153.6,0.167766,0.152244,0.846527,0.665828
491,0.274302,0.205928,0.265757,0.198251,0.445254,2.32e-04,27221.3,0.170914,0.153532,0.844772,0.663253
492,0.273176,0.206211,0.264907,0.198595,0.445640,2.32e-04,27292.1,0.165372,0.152321,0.845968,0.665582
493,0.273115,0.204396,0.264912,0.196848,0.443676,2.31e-04,27363.9,0.164052,0.150950,0.848077,0.667480
494,0.273896,0.207233,0.265360,0.199674,0.446849,2.31e-04,27433.5,0.170715,0.151192,0.847544,0.666568
495,0.272623,0.204775,0.264307,0.197185,0.444055,2.31e-04,27504.6,0.166319,0.151816,0.847384,0.666346
496,0.273225,0.205329,0.265266,0.197744,0.444685,2.31e-04,27578.7,0.159194,0.151683,0.847443,0.666433
497,0.272918,0.205775,0.264585,0.198192,0.445187,2.30e-04,27650.4,0.166661,0.151665,0.846377,0.665521
498,0.273367,0.207410,0.265023,0.199873,0.447071,2.30e-04,27726.4,0.166877,0.150738,0.848790,0.667986
499,0.272878,0.205198,0.264660,0.197592,0.444513,2.30e-04,27809.0,0.164366,0.152116,0.846353,0.665619
500,0.272468,0.206396,0.264069,0.198797,0.445866,2.30e-04,27882.9,0.167979,0.151995,0.845872,0.665126
501,0.273907,0.204374,0.265393,0.196854,0.443682,2.29e-04,27969.5,0.170286,0.150404,0.847555,0.666778
502,0.271721,0.205907,0.262931,0.198354,0.445369,2.29e-04,28050.9,0.175797,0.151051,0.847927,0.666075
503,0.272870,0.203539,0.264434,0.195960,0.442674,2.29e-04,28123.7,0.168716,0.151590,0.846581,0.665397
504,0.272813,0.205122,0.264522,0.197568,0.444486,2.28e-04,28189.8,0.165815,0.151085,0.847039,0.666062
505,0.273845,0.205819,0.265630,0.198249,0.445251,2.28e-04,28275.6,0.164290,0.151411,0.846973,0.665976
506,0.272369,0.205586,0.263990,0.198036,0.445012,2.28e-04,28350.7,0.167589,0.151004,0.847936,0.666507
507,0.271833,0.205472,0.263640,0.197898,0.444857,2.28e-04,28437.8,0.163871,0.151472,0.847025,0.665952
508,0.273052,0.204181,0.264383,0.196587,0.443381,2.27e-04,28518.2,0.173376,0.151880,0.846657,0.665114
509,0.272614,0.204645,0.264027,0.197157,0.444024,2.27e-04,28588.7,0.171747,0.149752,0.848750,0.667468
510,0.271256,0.203876,0.262828,0.196405,0.443176,2.27e-04,28660.0,0.168567,0.149435,0.849495,0.668405
511,0.270663,0.205632,0.262371,0.198122,0.445108,2.27e-04,28748.7,0.165837,0.150218,0.848753,0.668244
512,0.272534,0.204734,0.264001,0.197225,0.444101,2.26e-04,28830.4,0.170669,0.150165,0.849078,0.668023
513,0.271908,0.203799,0.263330,0.196289,0.443045,2.26e-04,28909.3,0.171552,0.150195,0.848062,0.667837
514,0.271380,0.204370,0.262786,0.196895,0.443729,2.26e-04,28993.6,0.171877,0.149497,0.849816,0.669255
515,0.270672,0.203958,0.262169,0.196446,0.443222,2.25e-04,29080.9,0.170065,0.150243,0.848629,0.668244
516,0.272471,0.204289,0.264007,0.196839,0.443666,2.25e-04,29157.1,0.169279,0.148988,0.850527,0.670217
517,0.272974,0.203549,0.264592,0.196075,0.442804,2.25e-04,29242.9,0.167640,0.149472,0.849854,0.669316
518,0.272573,0.204775,0.263875,0.197259,0.444138,2.25e-04,29315.5,0.173958,0.150325,0.849036,0.668638
519,0.272454,0.204595,0.263729,0.197069,0.443924,2.24e-04,29384.8,0.174511,0.150534,0.849236,0.668392
520,0.273316,0.204077,0.264862,0.196542,0.443331,2.24e-04,29462.5,0.169072,0.150694,0.848975,0.668281
521,0.271678,0.203482,0.263383,0.195967,0.442682,2.24e-04,29540.4,0.165904,0.150295,0.849234,0.668737
522,0.272420,0.203827,0.264057,0.196326,0.443087,2.24e-04,29612.1,0.167265,0.150011,0.850153,0.670229
523,0.272178,0.202934,0.263995,0.195407,0.442049,2.23e-04,29682.0,0.163662,0.150534,0.848075,0.667813
524,0.271886,0.203710,0.263723,0.196179,0.442920,2.23e-04,29757.7,0.163269,0.150627,0.848800,0.668713
525,0.269833,0.203747,0.261660,0.196194,0.442937,2.23e-04,29830.0,0.163458,0.151065,0.847424,0.667308
526,0.270828,0.202626,0.262310,0.195145,0.441753,2.22e-04,29902.7,0.170348,0.149617,0.849702,0.670302
527,0.271072,0.204902,0.262552,0.197443,0.444345,2.22e-04,29975.3,0.170395,0.149190,0.850104,0.669687
528,0.271023,0.203826,0.262567,0.196347,0.443111,2.22e-04,30045.4,0.169122,0.149567,0.849724,0.669760
529,0.272422,0.202972,0.264108,0.195484,0.442136,2.22e-04,30114.1,0.166285,0.149757,0.849338,0.668984
530,0.272258,0.202330,0.264099,0.194838,0.441404,2.21e-04,30185.5,0.163165,0.149845,0.849706,0.669439
531,0.271187,0.204869,0.262907,0.197373,0.444266,2.21e-04,30258.8,0.165610,0.149929,0.849617,0.669230
532,0.271657,0.203637,0.263114,0.196172,0.442914,2.21e-04,30329.7,0.170847,0.149292,0.850906,0.669946
533,0.269729,0.203990,0.261517,0.196494,0.443276,2.20e-04,30401.0,0.164235,0.149924,0.849148,0.668861
534,0.271142,0.204614,0.262912,0.197128,0.443991,2.20e-04,30474.5,0.164600,0.149737,0.848684,0.668331
535,0.272498,0.202426,0.264310,0.194920,0.441497,2.20e-04,30548.3,0.163766,0.150130,0.850017,0.669391
536,0.271319,0.202928,0.262977,0.195476,0.442127,2.20e-04,30622.4,0.166836,0.149025,0.850475,0.669329
537,0.270062,0.203482,0.261765,0.196025,0.442748,2.19e-04,30692.5,0.165938,0.149132,0.851324,0.670871
538,0.271057,0.205074,0.262608,0.197581,0.444500,2.19e-04,30763.6,0.168973,0.149873,0.850796,0.670267
539,0.271286,0.203935,0.262902,0.196455,0.443232,2.19e-04,30835.1,0.167675,0.149607,0.850682,0.670180
540,0.271443,0.203452,0.262967,0.196030,0.442753,2.18e-04,30899.5,0.169512,0.148435,0.851588,0.671289
541,0.271198,0.203294,0.262805,0.195812,0.442506,2.18e-04,30966.7,0.167872,0.149641,0.849500,0.668725
542,0.270796,0.202834,0.262560,0.195371,0.442008,2.18e-04,31032.2,0.164724,0.149268,0.849837,0.669144
543,0.271753,0.202907,0.263607,0.195497,0.442151,2.18e-04,31099.8,0.162914,0.148182,0.851602,0.671424
544,0.271798,0.202993,0.263626,0.195569,0.442232,2.17e-04,31168.3,0.163440,0.148468,0.850574,0.670265
545,0.270432,0.203986,0.262048,0.196567,0.443359,2.17e-04,31235.5,0.167672,0.148379,0.851138,0.670747
546,0.271115,0.202561,0.262554,0.195156,0.441765,2.17e-04,31304.6,0.171223,0.148108,0.851224,0.670989
547,0.270042,0.202122,0.261537,0.194737,0.441290,2.16e-04,31372.7,0.170097,0.147701,0.852155,0.671782
548,0.271490,0.203023,0.263232,0.195563,0.442225,2.16e-04,31438.1,0.165148,0.149212,0.849888,0.668984
549,0.270284,0.203203,0.261872,0.195766,0.442455,2.16e-04,31506.4,0.168258,0.148740,0.850532,0.669747
550,0.270744,0.204158,0.262171,0.196711,0.443521,2.16e-04,31569.0,0.171446,0.148939,0.850311,0.669156
551,0.271063,0.202282,0.262695,0.194850,0.441419,2.15e-04,31632.3,0.167357,0.148639,0.850868,0.670105
552,0.271315,0.201650,0.262872,0.194227,0.440712,2.15e-04,31696.8,0.168874,0.148446,0.851465,0.671276
553,0.269931,0.202183,0.261826,0.194785,0.441345,2.15e-04,31765.4,0.162094,0.147954,0.851725,0.671584
554,0.269651,0.202777,0.261540,0.195392,0.442032,2.14e-04,31830.0,0.162222,0.147690,0.852513,0.672694
555,0.269838,0.202170,0.261702,0.194810,0.441373,2.14e-04,31894.0,0.162733,0.147193,0.853109,0.673014
556,0.268849,0.203565,0.260688,0.196198,0.442943,2.14e-04,31960.0,0.163228,0.147328,0.852750,0.672755
557,0.268179,0.202291,0.259967,0.194940,0.441520,2.14e-04,32023.1,0.164247,0.147016,0.853212,0.673162
558,0.269982,0.202197,0.261644,0.194815,0.441378,2.13e-04,32091.7,0.166761,0.147638,0.852234,0.672262
559,0.269545,0.202866,0.261340,0.195425,0.442069,2.13e-04,32159.5,0.164097,0.148814,0.849867,0.669329
560,0.269139,0.202689,0.260879,0.195261,0.441884,2.13e-04,32224.8,0.165206,0.148559,0.850081,0.669181
561,0.271830,0.201362,0.263503,0.193971,0.440421,2.12e-04,32289.2,0.166554,0.147819,0.851012,0.670821
562,0.270771,0.201360,0.262324,0.193981,0.440433,2.12e-04,32354.7,0.168954,0.147584,0.851595,0.671991
563,0.270530,0.202585,0.262321,0.195199,0.441813,2.12e-04,32420.1,0.164182,0.147728,0.851316,0.671141
564,0.268904,0.202280,0.260753,0.194926,0.441505,2.12e-04,32485.2,0.163028,0.147062,0.852919,0.672755
565,0.269630,0.201559,0.261519,0.194209,0.440691,2.11e-04,32551.1,0.162215,0.147000,0.852989,0.672904
566,0.269326,0.202522,0.261114,0.195140,0.441747,2.11e-04,32617.5,0.164240,0.147633,0.851746,0.671165
567,0.270997,0.203407,0.262821,0.196050,0.442775,2.11e-04,32685.3,0.163519,0.147142,0.852527,0.672521
568,0.270512,0.202964,0.262139,0.195546,0.442206,2.10e-04,32750.5,0.167450,0.148354,0.852092,0.672127
569,0.269776,0.202033,0.261664,0.194620,0.441158,2.10e-04,32818.2,0.162234,0.148253,0.851517,0.671288
570,0.268460,0.201406,0.260374,0.194007,0.440463,2.10e-04,32882.7,0.161720,0.147974,0.851935,0.671424
571,0.268556,0.201370,0.260209,0.194003,0.440458,2.09e-04,32948.0,0.166933,0.147335,0.852340,0.672644
572,0.269275,0.203221,0.261035,0.195832,0.442529,2.09e-04,33011.5,0.164792,0.147778,0.851793,0.671326
573,0.270461,0.203508,0.262370,0.196123,0.442857,2.09e-04,33079.5,0.161825,0.147708,0.851432,0.671005
574,0.270554,0.202894,0.262497,0.195480,0.442131,2.09e-04,33149.7,0.161147,0.148277,0.851007,0.670808
575,0.270420,0.202017,0.262181,0.194655,0.441197,2.08e-04,33215.3,0.164764,0.147244,0.852703,0.673063
576,0.269474,0.203058,0.261016,0.195692,0.442371,2.08e-04,33281.7,0.169162,0.147311,0.852127,0.672225
577,0.269035,0.201591,0.260953,0.194232,0.440718,2.08e-04,33350.7,0.161637,0.147177,0.852009,0.671844
578,0.270008,0.202363,0.261869,0.194972,0.441557,2.07e-04,33418.3,0.162786,0.147812,0.851164,0.671671
579,0.269456,0.202333,0.261071,0.194953,0.441535,2.07e-04,33484.7,0.167700,0.147597,0.852486,0.673285
580,0.269007,0.200911,0.261027,0.193549,0.439942,2.07e-04,33552.5,0.159586,0.147250,0.852410,0.673002
581,0.267888,0.201667,0.259803,0.194258,0.440747,2.07e-04,33622.7,0.161695,0.148171,0.851475,0.671338
582,0.268823,0.201316,0.260811,0.193928,0.440373,2.06e-04,33690.0,0.160235,0.147755,0.852367,0.672644
583,0.270332,0.203269,0.261656,0.195885,0.442589,2.06e-04,33758.1,0.173520,0.147682,0.852821,0.673655
584,0.270026,0.201669,0.261805,0.194301,0.440796,2.06e-04,33826.7,0.164403,0.147359,0.852694,0.672472
585,0.268962,0.201572,0.260879,0.194210,0.440693,2.05e-04,33895.1,0.161649,0.147225,0.852374,0.672842
586,0.269165,0.202077,0.260638,0.194730,0.441282,2.05e-04,33965.8,0.170553,0.146942,0.853208,0.673594
587,0.266473,0.201903,0.258202,0.194540,0.441067,2.05e-04,34031.5,0.165415,0.147262,0.853001,0.673360
588,0.269308,0.201790,0.260810,0.194445,0.440959,2.04e-04,34102.0,0.169970,0.146898,0.853283,0.673569
589,0.269883,0.201186,0.261644,0.193854,0.440289,2.04e-04,34174.6,0.164764,0.146646,0.852924,0.672521
590,0.268377,0.200806,0.260079,0.193442,0.439820,2.04e-04,34246.0,0.165962,0.147271,0.853067,0.673014
591,0.268717,0.200317,0.260363,0.192937,0.439246,2.04e-04,34315.6,0.167077,0.147592,0.852534,0.672768
592,0.268649,0.201485,0.260254,0.194076,0.440541,2.03e-04,34384.4,0.167911,0.148184,0.852532,0.672263
593,0.266894,0.200400,0.258716,0.193003,0.439321,2.03e-04,34457.3,0.163560,0.147937,0.852121,0.672743
594,0.266368,0.200110,0.258209,0.192720,0.438998,2.03e-04,34526.6,0.163187,0.147803,0.851837,0.672299
595,0.267899,0.201602,0.259647,0.194248,0.440736,2.02e-04,34597.3,0.165024,0.147064,0.853664,0.673841
596,0.268878,0.199821,0.260654,0.192484,0.438730,2.02e-04,34664.4,0.164475,0.146737,0.853281,0.673483
597,0.267948,0.201882,0.259905,0.194538,0.441064,2.02e-04,34731.5,0.160850,0.146896,0.853698,0.673988
598,0.268123,0.200267,0.259904,0.192942,0.439251,2.01e-04,34797.0,0.164396,0.146501,0.853531,0.673335
599,0.268014,0.201545,0.259736,0.194229,0.440714,2.01e-04,34864.2,0.165557,0.146317,0.853494,0.673828
600,0.268912,0.201806,0.260662,0.194482,0.441001,2.01e-04,34933.1,0.164997,0.146468,0.853461,0.673285
601,0.268881,0.202620,0.260601,0.195237,0.441856,2.01e-04,35001.4,0.165600,0.147673,0.852051,0.671979
602,0.268712,0.200379,0.260393,0.193037,0.439360,2.00e-04,35065.0,0.166380,0.146830,0.853242,0.673409
603,0.270781,0.198690,0.262379,0.191382,0.437473,2.00e-04,35132.8,0.168037,0.146161,0.853457,0.673581
604,0.267246,0.201448,0.259199,0.194135,0.440607,2.00e-04,35201.3,0.160949,0.146265,0.853475,0.673532
605,0.267588,0.201163,0.259491,0.193842,0.440275,1.99e-04,35269.3,0.161938,0.146410,0.854876,0.675517
606,0.267761,0.200777,0.259582,0.193453,0.439833,1.99e-04,35338.8,0.163585,0.146470,0.854003,0.674912
607,0.268549,0.200403,0.260229,0.193159,0.439499,1.99e-04,35408.4,0.166403,0.144877,0.856458,0.677414
608,0.266809,0.200418,0.258397,0.193151,0.439489,1.98e-04,35476.1,0.168239,0.145341,0.855711,0.676725
609,0.267831,0.200241,0.259496,0.192883,0.439184,1.98e-04,35542.3,0.166705,0.147166,0.852922,0.672718
610,0.267335,0.200648,0.259131,0.193336,0.439699,1.98e-04,35606.9,0.164077,0.146239,0.853528,0.673778
611,0.267151,0.201455,0.258961,0.194137,0.440609,1.98e-04,35673.8,0.163793,0.146361,0.853643,0.673458
612,0.268931,0.202328,0.260659,0.195016,0.441606,1.97e-04,35740.1,0.165449,0.146241,0.853567,0.673187
613,0.268146,0.199132,0.260180,0.191830,0.437984,1.97e-04,35807.6,0.159317,0.146048,0.853764,0.673938
614,0.267527,0.200956,0.259278,0.193660,0.440069,1.97e-04,35874.7,0.164977,0.145907,0.854755,0.675332
615,0.266376,0.201389,0.258227,0.194063,0.440526,1.96e-04,35939.2,0.162981,0.146518,0.853524,0.673396
616,0.267883,0.201254,0.259711,0.194001,0.440456,1.96e-04,36006.6,0.163439,0.145057,0.856048,0.676170
617,0.268503,0.200799,0.260137,0.193517,0.439905,1.96e-04,36073.7,0.167317,0.145645,0.854883,0.675232
618,0.268032,0.201417,0.259540,0.194116,0.440586,1.95e-04,36138.2,0.169849,0.146019,0.853586,0.673310
619,0.268392,0.200149,0.259930,0.192872,0.439173,1.95e-04,36204.4,0.169225,0.145521,0.855215,0.675524
620,0.267334,0.201362,0.259083,0.194080,0.440545,1.95e-04,36273.3,0.165026,0.145633,0.855429,0.675381
621,0.266143,0.199495,0.257903,0.192213,0.438421,1.95e-04,36344.9,0.164787,0.145640,0.854500,0.674801
622,0.267838,0.200047,0.259816,0.192730,0.439010,1.94e-04,36411.1,0.160431,0.146349,0.854566,0.674333
623,0.268400,0.200168,0.260234,0.192859,0.439157,1.94e-04,36478.1,0.163309,0.146185,0.854130,0.674173
624,0.267013,0.202096,0.258899,0.194778,0.441336,1.94e-04,36545.3,0.162271,0.146368,0.853321,0.673211
625,0.267400,0.200165,0.259299,0.192843,0.439139,1.93e-04,36609.9,0.162034,0.146444,0.854620,0.674198
626,0.266729,0.200601,0.258579,0.193271,0.439626,1.93e-04,36674.7,0.162995,0.146609,0.853830,0.673039
627,0.267505,0.198970,0.259177,0.191640,0.437767,1.93e-04,36741.8,0.166562,0.146587,0.853800,0.673211
628,0.266574,0.199318,0.258202,0.191969,0.438142,1.92e-04,36809.4,0.167458,0.146986,0.852478,0.671720
629,0.266344,0.200097,0.258200,0.192755,0.439038,1.92e-04,36877.4,0.162880,0.146853,0.854214,0.673976
630,0.266979,0.199918,0.258597,0.192552,0.438807,1.92e-04,36942.9,0.167646,0.147334,0.852801,0.672780
631,0.267983,0.200002,0.259784,0.192691,0.438965,1.91e-04,37012.1,0.163981,0.146232,0.855488,0.675664
632,0.265785,0.201551,0.257685,0.194200,0.440682,1.91e-04,37079.1,0.161997,0.147008,0.853724,0.673693
633,0.267988,0.199126,0.259681,0.191758,0.437902,1.91e-04,37147.5,0.166130,0.147361,0.853635,0.673397
634,0.267600,0.199747,0.259270,0.192392,0.438625,1.91e-04,37214.9,0.166592,0.147107,0.853660,0.673816
635,0.267673,0.200374,0.259438,0.193046,0.439370,1.90e-04,37281.9,0.164697,0.146574,0.853995,0.674518
636,0.266864,0.198358,0.258599,0.190942,0.436969,1.90e-04,37348.9,0.165311,0.148330,0.851419,0.671560
637,0.266993,0.199363,0.258892,0.191965,0.438139,1.90e-04,37419.3,0.162030,0.147961,0.853114,0.673322
638,0.267738,0.199270,0.259497,0.191909,0.438074,1.89e-04,37485.8,0.164807,0.147220,0.853411,0.673766
639,0.265924,0.198762,0.257537,0.191454,0.437554,1.89e-04,37554.9,0.167738,0.146156,0.855448,0.676206
640,0.266836,0.199067,0.258474,0.191706,0.437843,1.89e-04,37621.2,0.167227,0.147219,0.853626,0.674148
641,0.267091,0.198322,0.259286,0.190980,0.437013,1.88e-04,37690.3,0.156110,0.146840,0.853883,0.674012
642,0.266935,0.200495,0.258999,0.193175,0.439517,1.88e-04,37757.9,0.158731,0.146405,0.855568,0.675787
643,0.267805,0.201318,0.259691,0.193965,0.440414,1.88e-04,37827.3,0.162291,0.147070,0.854707,0.674456
644,0.266773,0.197615,0.258784,0.190286,0.436218,1.87e-04,37896.1,0.159781,0.146573,0.854214,0.674111
645,0.266089,0.198568,0.257830,0.191292,0.437370,1.87e-04,37963.7,0.165170,0.145507,0.854656,0.674838
646,0.266053,0.198987,0.257869,0.191714,0.437852,1.87e-04,38029.0,0.163665,0.145455,0.855228,0.675430
647,0.267079,0.198502,0.259242,0.191217,0.437284,1.87e-04,38097.6,0.156742,0.145697,0.854635,0.674999
648,0.267470,0.198581,0.259575,0.191311,0.437391,1.86e-04,38163.9,0.157910,0.145391,0.855235,0.676158
649,0.267025,0.198089,0.258843,0.190799,0.436806,1.86e-04,38229.3,0.163645,0.145789,0.854662,0.675689
650,0.268023,0.199391,0.259662,0.192092,0.438283,1.86e-04,38295.5,0.167221,0.145973,0.853698,0.674370
651,0.265375,0.199308,0.257189,0.191992,0.438169,1.85e-04,38364.4,0.163729,0.146326,0.853296,0.673310
652,0.267724,0.198565,0.259555,0.191236,0.437306,1.85e-04,38433.3,0.163363,0.146572,0.853697,0.673815
653,0.266261,0.199778,0.258247,0.192494,0.438742,1.85e-04,38502.4,0.160280,0.145670,0.855025,0.675640
654,0.267595,0.198842,0.259249,0.191571,0.437689,1.84e-04,38571.0,0.166915,0.145407,0.856126,0.676934
655,0.265161,0.198784,0.256983,0.191534,0.437646,1.84e-04,38638.2,0.163571,0.145008,0.856231,0.677181
656,0.266386,0.197392,0.258476,0.190094,0.435997,1.84e-04,38706.5,0.158193,0.145959,0.855742,0.676688
657,0.266938,0.197965,0.259011,0.190693,0.436684,1.83e-04,38772.1,0.158535,0.145445,0.856389,0.677822
658,0.265589,0.197738,0.257464,0.190441,0.436395,1.83e-04,38841.5,0.162512,0.145937,0.854814,0.675134
659,0.264819,0.197505,0.256963,0.190284,0.436215,1.83e-04,38908.2,0.157123,0.144419,0.857010,0.677513
660,0.264537,0.197607,0.256208,0.190357,0.436299,1.82e-04,38974.3,0.166578,0.145008,0.855323,0.675738
661,0.265276,0.199764,0.257264,0.192515,0.438765,1.82e-04,39044.8,0.160236,0.144986,0.855877,0.676108
662,0.264485,0.198339,0.256357,0.191059,0.437103,1.82e-04,39112.6,0.162571,0.145596,0.855226,0.676133
663,0.265344,0.198166,0.257542,0.190874,0.436891,1.82e-04,39181.7,0.156030,0.145844,0.854358,0.674900
664,0.265883,0.199214,0.257662,0.191932,0.438100,1.81e-04,39249.3,0.164414,0.145652,0.855903,0.676712
665,0.265485,0.199773,0.257470,0.192476,0.438721,1.81e-04,39317.5,0.160301,0.145945,0.854535,0.674839
666,0.268284,0.200051,0.259993,0.192777,0.439064,1.81e-04,39388.2,0.165818,0.145489,0.855337,0.675825
667,0.265282,0.200194,0.257375,0.192961,0.439273,1.80e-04,39454.1,0.158152,0.144668,0.856009,0.676984
668,0.266046,0.198394,0.257733,0.191139,0.437194,1.80e-04,39522.6,0.166260,0.145104,0.856848,0.677489
669,0.265259,0.200150,0.256905,0.192908,0.439213,1.80e-04,39589.8,0.167078,0.144839,0.856625,0.677452
670,0.266900,0.199795,0.258908,0.192536,0.438789,1.79e-04,39658.0,0.159826,0.145195,0.855733,0.675775
671,0.265866,0.198504,0.258004,0.191230,0.437298,1.79e-04,39723.1,0.157250,0.145486,0.855724,0.675873
672,0.265643,0.200067,0.257597,0.192817,0.439109,1.79e-04,39789.3,0.160924,0.145017,0.855790,0.676009
673,0.265435,0.197955,0.257448,0.190662,0.436649,1.78e-04,39860.7,0.159741,0.145857,0.854348,0.674826
674,0.265951,0.196822,0.257747,0.189567,0.435393,1.78e-04,39934.8,0.164093,0.145083,0.856433,0.676835
675,0.265969,0.198898,0.257778,0.191625,0.437749,1.78e-04,40005.8,0.163818,0.145460,0.856342,0.677168
676,0.266281,0.199531,0.258043,0.192266,0.438481,1.77e-04,40075.7,0.164757,0.145303,0.855982,0.676798
677,0.265605,0.199651,0.257368,0.192411,0.438647,1.77e-04,40148.0,0.164743,0.144806,0.856359,0.677316
678,0.264120,0.199272,0.256298,0.191981,0.438157,1.77e-04,40221.0,0.156456,0.145809,0.855470,0.675861
679,0.265317,0.197476,0.257184,0.190225,0.436148,1.77e-04,40295.1,0.162649,0.145031,0.856724,0.677218
680,0.265254,0.200070,0.257222,0.192831,0.439126,1.76e-04,40367.9,0.160641,0.144765,0.856228,0.676084
681,0.264678,0.198802,0.256317,0.191582,0.437701,1.76e-04,40439.9,0.167212,0.144392,0.857765,0.678636
682,0.265028,0.197240,0.256706,0.189959,0.435843,1.76e-04,40512.5,0.166446,0.145616,0.855347,0.675640
683,0.265671,0.198345,0.257747,0.191122,0.437175,1.75e-04,40587.1,0.158480,0.144447,0.857373,0.678240
684,0.264467,0.198960,0.256436,0.191703,0.437839,1.75e-04,40659.5,0.160619,0.145144,0.856895,0.677168
685,0.265154,0.199782,0.257134,0.192587,0.438847,1.75e-04,40730.2,0.160397,0.143913,0.858293,0.679337
686,0.264093,0.198838,0.256196,0.191602,0.437724,1.74e-04,40802.5,0.157926,0.144729,0.856286,0.676897
687,0.265185,0.197363,0.257073,0.190145,0.436057,1.74e-04,40879.8,0.162238,0.144354,0.857188,0.677698
688,0.264641,0.198385,0.256721,0.191142,0.437198,1.74e-04,40951.0,0.158417,0.144871,0.856925,0.677329
689,0.265078,0.198487,0.256971,0.191220,0.437287,1.73e-04,41023.5,0.162137,0.145357,0.856321,0.676577
690,0.263598,0.199834,0.255639,0.192599,0.438861,1.73e-04,41094.6,0.159170,0.144699,0.857288,0.677944
691,0.265107,0.199618,0.257097,0.192389,0.438622,1.73e-04,41168.4,0.160203,0.144577,0.857229,0.677944
692,0.265003,0.199121,0.256955,0.191876,0.438036,1.72e-04,41240.8,0.160962,0.144905,0.856514,0.676613
693,0.264703,0.197651,0.256598,0.190452,0.436408,1.72e-04,41315.9,0.162107,0.143993,0.857134,0.677772
694,0.266937,0.198006,0.258819,0.190758,0.436759,1.72e-04,41389.1,0.162354,0.144966,0.856462,0.677081
695,0.265409,0.198621,0.257263,0.191372,0.437461,1.71e-04,41460.9,0.162922,0.144980,0.856621,0.676872
696,0.263413,0.197853,0.255584,0.190614,0.436594,1.71e-04,41534.4,0.156581,0.144778,0.856770,0.677353
697,0.265096,0.198760,0.256826,0.191527,0.437638,1.71e-04,41607.5,0.165401,0.144671,0.857511,0.678277
